NAME,GEOID,SOCIOECON_18,HSECOMP_18,MINLANG_18,HSETRANS_18,OVERALL_18
"Census Tract 75, San Juan Municipio, Puerto Rico",72127007500,0.3012,0.1993,0.693,0.4326,0.3125
"Census Tract 14, San Juan Municipio, Puerto Rico",72127001400,0.8754,0.5334,0.5526,0.7825,0.8165
"Census Tract 1221, Toa Baja Municipio, Puerto Rico",72137122100,0.9173,0.5447,0.8969,0.5549,0.8799
"Census Tract 311.21, Bayam�n Municipio, Puerto Rico",72021031121,0.3442,0.9241,0.1245,0.4552,0.4224
"Census Tract 311.24, Bayam�n Municipio, Puerto Rico",72021031124,0.5481,0.9671,0.5458,0.812,0.8697
"Census Tract 4011, Aguadilla Municipio, Puerto Rico",72005401100,0.8765,0.966,0.8244,0.5481,0.949
"Census Tract 9596, Rinc�n Municipio, Puerto Rico",72117959600,0.3952,0.7361,0.1155,0.3306,0.2921
"Census Tract 804, Mayag�ez Municipio, Puerto Rico",72097080400,0.8312,0.1642,0.1347,0.9807,0.5413
"Census Tract 815.12, Mayag�ez Municipio, Puerto Rico",72097081512,0.7157,0.7078,0.6704,0.3408,0.6964
"Census Tract 25, San Juan Municipio, Puerto Rico",72127002500,0.7485,0.2706,0.5152,0.4563,0.4915
"Census Tract 721.02, Ponce Municipio, Puerto Rico",72113072102,0.0736,0.5515,0.0645,0.0113,0.0498
"Census Tract 7503, Yauco Municipio, Puerto Rico",72153750300,0.2095,0.4201,0.7304,0.1347,0.257
"Census Tract 316.32, Bayam�n Municipio, Puerto Rico",72021031632,0.4382,0.7078,0.436,0.7372,0.6545
"Census Tract 2001, Caguas Municipio, Puerto Rico",72025200100,0.1257,0.214,0.2253,0.2276,0.0634
"Census Tract 715, Ponce Municipio, Puerto Rico",72113071500,0.3238,0.727,0.1619,0.3329,0.2819
"Census Tract 91.11, San Juan Municipio, Puerto Rico",72127009111,0.2706,0.3023,0.0849,0.6579,0.197
"Census Tract 9555, Morovis Municipio, Puerto Rico",72101955500,0.9671,0.5979,0.701,0.9637,0.9513
"Census Tract 310.11, Bayam�n Municipio, Puerto Rico",72021031011,0.0249,0.2095,0.0713,0,0.0067
"Census Tract 1217.02, Toa Baja Municipio, Puerto Rico",72137121702,0.7916,0.6795,0.4269,0.419,0.6511
"Census Tract 503.02, Carolina Municipio, Puerto Rico",72031050302,0.3408,0.3148,0.3771,0.804,0.411
"Census Tract 4010, Aguadilla Municipio, Puerto Rico",72005401000,0.8595,0.6987,0.2944,0.8992,0.821
"Census Tract 1213, Toa Baja Municipio, Puerto Rico",72137121300,0.5934,0.4937,0.7327,0.9626,0.8312
"Census Tract 406.01, Guaynabo Municipio, Puerto Rico",72061040601,0.2491,0.7972,0.3771,0.9501,0.6738
"Census Tract 4304.02, Aguada Municipio, Puerto Rico",72003430402,0.7678,0.2525,0.3522,0.1653,0.2785
"Census Tract 5601, Vega Baja Municipio, Puerto Rico",72145560100,0.9716,0.5186,0.2978,0.4473,0.6092
"Census Tract 2020, Caguas Municipio, Puerto Rico",72025202000,0.4665,0.9614,0.4541,0.9513,0.8584
"Census Tract 311.14, Bayam�n Municipio, Puerto Rico",72021031114,0.6149,0.8471,0.5503,0.5311,0.7383
"Census Tract 508.22, Carolina Municipio, Puerto Rico",72031050822,0.1642,0.7123,0.4348,0.727,0.5084
"Census Tract 7205.04, Villalba Municipio, Puerto Rico",72149720504,0.4314,0.9161,0.8459,0.257,0.701
"Census Tract 708, Ponce Municipio, Puerto Rico",72113070800,0.9467,0.9807,0.8844,0.6749,0.9864
"Census Tract 9589, San Sebasti�n Municipio, Puerto Rico",72131958900,0.8958,0.8097,0.6862,0.3431,0.8131
"Census Tract 4304.01, Aguada Municipio, Puerto Rico",72003430401,0.7146,0.573,0.231,0.1359,0.3227
"Census Tract 8502, Lajas Municipio, Puerto Rico",72079850200,0.6443,0.8108,0.359,0.6353,0.6998
"Census Tract 9530, Salinas Municipio, Puerto Rico",72123953000,0.2695,0.744,0.5107,0.1778,0.3431
"Census Tract 2708, Guayama Municipio, Puerto Rico",72057270800,0.3737,0.881,0.864,0.6874,0.8425
"Census Tract 7106, Juana D�az Municipio, Puerto Rico",72075710600,0.5843,0.6058,0.6704,0.3556,0.599
"Census Tract 2105.04, Gurabo Municipio, Puerto Rico",72063210504,0.3827,0.5402,0.1585,0.7361,0.4009
"Census Tract 52.02, San Juan Municipio, Puerto Rico",72127005202,0.2514,0.4405,0.3227,0.7259,0.3646
"Census Tract 5901, Barceloneta Municipio, Puerto Rico",72017590100,0.3465,0.5107,0.5922,0.6851,0.5617
"Census Tract 4009, Aguadilla Municipio, Puerto Rico",72005400900,0.8924,0.9592,0.7429,0.4043,0.8969
"Census Tract 9547, Coamo Municipio, Puerto Rico",72043954700,0.0815,0.4292,0.1415,0.5243,0.1608
"Census Tract 7505.01, Yauco Municipio, Puerto Rico",72153750501,0.2672,0.5628,0.7836,0.2899,0.4496
"Census Tract 7506.01, Yauco Municipio, Puerto Rico",72153750601,0.5402,0.6625,0.53,0.0022,0.3578
"Census Tract 3015, Arecibo Municipio, Puerto Rico",72013301500,0.2502,0.4881,0.6432,0.6704,0.5164
"Census Tract 7107, Juana D�az Municipio, Puerto Rico",72075710700,0.7225,0.4473,0.8459,0.2661,0.6319
"Census Tract 4104.02, Isabela Municipio, Puerto Rico",72071410402,0.6262,0.7531,0.4869,0.3272,0.5889
"Census Tract 311.22, Bayam�n Municipio, Puerto Rico",72021031122,0.2446,0.4631,0.291,0.5934,0.2989
"Census Tract 2002, Caguas Municipio, Puerto Rico",72025200200,0.4405,0.5277,0.6115,0.3216,0.4473
"Census Tract 2502, Aibonito Municipio, Puerto Rico",72009250200,0.1981,0.2242,0.6647,0.7214,0.3952
"Census Tract 2702.01, Guayama Municipio, Puerto Rico",72057270201,0.1823,0.5152,0.9864,0.3057,0.4903
"Census Tract 5302, Corozal Municipio, Puerto Rico",72047530200,0.65,0.5775,0.5016,0.9026,0.7723
"Census Tract 730.05, Ponce Municipio, Puerto Rico",72113073005,0.1064,0.5719,0.4371,0.0351,0.1483
"Census Tract 317.01, Bayam�n Municipio, Puerto Rico",72021031701,0.1698,0.4688,0.3771,0.5379,0.2853
"Census Tract 2004, Caguas Municipio, Puerto Rico",72025200400,0.3125,0.8946,0.1789,0.2491,0.3137
"Census Tract 8203, Hormigueros Municipio, Puerto Rico",72067820300,0.2718,0.6262,0.4711,0.6591,0.5062
"Census Tract 821.04, Mayag�ez Municipio, Puerto Rico",72097082104,0.7248,0.9388,0.5277,0.3261,0.7281
"Census Tract 316.31, Bayam�n Municipio, Puerto Rico",72021031631,0.1019,0.7293,0.1891,0.154,0.1596
"Census Tract 52.01, San Juan Municipio, Puerto Rico",72127005201,0.368,0.7814,0.0679,0.368,0.2978
"Census Tract 56.01, San Juan Municipio, Puerto Rico",72127005601,0.2468,0.4654,0.1075,0.6274,0.2389
"Census Tract 407, Guaynabo Municipio, Puerto Rico",72061040700,0.4031,0.7485,0.496,0.6194,0.624
"Census Tract 2503, Aibonito Municipio, Puerto Rico",72009250300,0.4337,0.8765,0.7621,0.2933,0.6727
"Census Tract 9522.02, Barranquitas Municipio, Puerto Rico",72019952202,0.6772,0.7746,0.9048,0.6296,0.8912
"Census Tract 2024.03, Caguas Municipio, Puerto Rico",72025202403,0.1778,0.1913,0.9048,0.9343,0.5968
"Census Tract 1222.02, Toa Baja Municipio, Puerto Rico",72137122202,0.8799,0.6874,0.9614,0.718,0.9546
"Census Tract 6, San Juan Municipio, Puerto Rico",72127000600,0.4178,0.6398,0.0554,0.8833,0.4949
"Census Tract 302, Bayam�n Municipio, Puerto Rico",72021030200,0.0883,0.4563,0.0328,0.1166,0.0475
"Census Tract 5202, Naranjito Municipio, Puerto Rico",72105520200,0.7089,0.5096,0.8244,0.5186,0.7485
"Census Tract 7203, Villalba Municipio, Puerto Rico",72149720300,0.6047,0.6104,0.8924,0.8844,0.8924
"Census Tract 815.22, Mayag�ez Municipio, Puerto Rico",72097081522,0.2231,0.4258,0.0362,0.2593,0.0962
"Census Tract 805, Mayag�ez Municipio, Puerto Rico",72097080500,0.8482,0.9728,0.4009,0.8901,0.9286
"Census Tract 9525, Barranquitas Municipio, Puerto Rico",72019952500,0.6047,0.8267,0.8652,0.6081,0.8776
"Census Tract 9575, Utuado Municipio, Puerto Rico",72141957500,0.8776,0.8516,0.8154,0.274,0.8493
"Census Tract 2101, Gurabo Municipio, Puerto Rico",72063210100,0.6489,0.2117,0.3895,0.0577,0.1936
"Census Tract 34, San Juan Municipio, Puerto Rico",72127003400,0.958,0.9546,0.7893,0.6138,0.966
"Census Tract 202, Cata�o Municipio, Puerto Rico",72033020200,0.8414,0.9048,0.3941,0.9037,0.9116
"Census Tract 604.01, Trujillo Alto Municipio, Puerto Rico",72139060401,0.3601,0.5707,0.8833,0.9558,0.8267
"Census Tract 5607.02, Vega Baja Municipio, Puerto Rico",72145560702,0.6511,0.5832,0.3046,0.0826,0.3114
"Census Tract 323.02, Bayam�n Municipio, Puerto Rico",72021032302,0.2117,0.291,0.5481,0.667,0.3499
"Census Tract 9524, Barranquitas Municipio, Puerto Rico",72019952400,0.7723,0.9003,0.9422,0.9309,0.9932
"Census Tract 77, San Juan Municipio, Puerto Rico",72127007700,0.2548,0.7916,0.3386,0.2819,0.3284
"Census Tract 2304, Aguas Buenas Municipio, Puerto Rico",72007230400,0.8086,0.6817,0.4473,0.4586,0.6795
"Census Tract 309.04, Bayam�n Municipio, Puerto Rico",72021030904,0.1721,0.4756,0.3329,0.0611,0.1189
"Census Tract 2104, Gurabo Municipio, Puerto Rico",72063210400,0.8018,0.7757,0.2197,0.778,0.7531
"Census Tract 2203, San Lorenzo Municipio, Puerto Rico",72129220300,0.9546,0.9784,0.7689,0.3646,0.9184
"Census Tract 9612, Gu�nica Municipio, Puerto Rico",72055961200,0.9762,0.8776,0.7293,0.0849,0.7904
"Census Tract 503.11, Carolina Municipio, Puerto Rico",72031050311,0.0702,0.9456,0.3261,0.3805,0.3522
"Census Tract 310.33, Bayam�n Municipio, Puerto Rico",72021031033,0.1528,0.8935,0.2446,0.6613,0.4688
"Census Tract 2602.01, Cayey Municipio, Puerto Rico",72035260201,0.1449,0.2672,0.4767,0.4077,0.1891
"Census Tract 2601, Cayey Municipio, Puerto Rico",72035260100,0.2083,0.8482,0.3363,0.8018,0.59
"Census Tract 9541, Coamo Municipio, Puerto Rico",72043954100,0.6874,0.8244,0.4903,0.3454,0.6693
"Census Tract 2005, Caguas Municipio, Puerto Rico",72025200500,0.4563,0.7927,0.0894,0.8052,0.5673
"Census Tract 2501, Aibonito Municipio, Puerto Rico",72009250100,0.2514,0.6296,0.9513,0.1562,0.4892
"Census Tract 9523.02, Barranquitas Municipio, Puerto Rico",72019952302,0.5798,0.787,0.9796,0.9252,0.9603
"Census Tract 510.01, Carolina Municipio, Puerto Rico",72031051001,0.2298,0.7406,0.4382,0.2106,0.3103
"Census Tract 4006, Aguadilla Municipio, Puerto Rico",72005400600,0.9433,0.9954,0.6013,0.872,0.9773
"Census Tract 3020, Arecibo Municipio, Puerto Rico",72013302000,0.4201,0.5809,0.693,0.2219,0.4586
"Census Tract 2505, Aibonito Municipio, Puerto Rico",72009250500,0.2287,0.9297,0.8199,0.3386,0.65
"Census Tract 1306.02, R�o Grande Municipio, Puerto Rico",72119130602,0.3895,0.2276,0.4631,0.4926,0.2899
"Census Tract 8104, A�asco Municipio, Puerto Rico",72011810400,0.5458,0.8255,0.2389,0.4292,0.5096
"Census Tract 505.03, Carolina Municipio, Puerto Rico",72031050503,0.1913,0.3556,0.6217,0.4688,0.3171
"Census Tract 311.25, Bayam�n Municipio, Puerto Rico",72021031125,0.2887,0.9569,0.3737,0.6477,0.6228
"Census Tract 2703, Guayama Municipio, Puerto Rico",72057270300,0.1993,0.5764,0.7485,0.6489,0.5775
"Census Tract 312.01, Bayam�n Municipio, Puerto Rico",72021031201,0.5945,0.9331,0.5685,0.7338,0.855
"Census Tract 2022, Caguas Municipio, Puerto Rico",72025202200,0.3816,0.8867,0.7146,0.2468,0.6047
"Census Tract 2006, Caguas Municipio, Puerto Rico",72025200600,0.3963,0.9762,0.1336,0.6647,0.5753
"Census Tract 313.01, Bayam�n Municipio, Puerto Rico",72021031301,0.2072,0.6919,0.3986,0.5084,0.3941
"Census Tract 1305, R�o Grande Municipio, Puerto Rico",72119130500,0.6308,0.9864,0.5413,0.8776,0.9093
"Census Tract 7505.02, Yauco Municipio, Puerto Rico",72153750502,0.3318,0.7791,0.197,0.1291,0.2355
"Census Tract 503.31, Carolina Municipio, Puerto Rico",72031050331,0.1325,0.342,0.3023,0.2242,0.1064
"Census Tract 509.01, Carolina Municipio, Puerto Rico",72031050901,0.2355,0.8074,0.5549,0.932,0.7338
"Census Tract 2401.02, Cidra Municipio, Puerto Rico",72041240102,0.3714,0.4167,0.4507,0.2129,0.2412
"Census Tract 2701, Guayama Municipio, Puerto Rico",72057270100,0.6115,0.5164,0.5571,0.949,0.7757
"Census Tract 2305.01, Aguas Buenas Municipio, Puerto Rico",72007230501,0.7157,0.7825,0.7531,0.2197,0.7078
"Census Tract 9526, Salinas Municipio, Puerto Rico",72123952600,0.6704,0.7349,0.9637,0.0385,0.6862
"Census Tract 8103, A�asco Municipio, Puerto Rico",72011810300,0.3737,0.8924,0.308,0.1392,0.3476
"Census Tract 309.01, Bayam�n Municipio, Puerto Rico",72021030901,0.1041,0.889,0.0203,0.8969,0.453
"Census Tract 409, Guaynabo Municipio, Puerto Rico",72061040900,0.6274,0.4371,0.9195,0.7757,0.8233
"Census Tract 301.01, Bayam�n Municipio, Puerto Rico",72021030101,0.5096,0.069,0.3114,0.5685,0.2434
"Census Tract 5608.02, Vega Baja Municipio, Puerto Rico",72145560802,0.7304,0.6681,0.3691,0.8369,0.7655
"Census Tract 9605, Sabana Grande Municipio, Puerto Rico",72121960500,0.9195,0.9682,0.7032,0.898,0.9875
"Census Tract 1402.01, Luquillo Municipio, Puerto Rico",72089140201,0.9048,0.9716,0.3544,0.838,0.9207
"Census Tract 7201, Villalba Municipio, Puerto Rico",72149720100,0.7531,0.8607,0.9195,0.3137,0.864
"Census Tract 316.51, Bayam�n Municipio, Puerto Rico",72021031651,0.2253,0.6036,0.6183,0.6557,0.5356
"Census Tract 8107, A�asco Municipio, Puerto Rico",72011810700,0.8867,0.7723,0.5469,0.7916,0.8958
"Census Tract 4107.02, Isabela Municipio, Puerto Rico",72071410702,0.8425,0.6828,0.6409,0.5594,0.8097
"Census Tract 5107.02, Toa Alta Municipio, Puerto Rico",72135510702,0.6398,0.4677,0.7701,0.6896,0.7508
"Census Tract 5609, Vega Baja Municipio, Puerto Rico",72145560900,0.9501,0.7859,0.3499,0.9716,0.9173
"Census Tract 4014.01, Aguadilla Municipio, Puerto Rico",72005401401,0.7621,0.5639,0.5186,0.5458,0.6772
"Census Tract 1006.02, Can�vanas Municipio, Puerto Rico",72029100602,0.7712,0.693,0.9229,0.6228,0.9014
"Census Tract 7204, Villalba Municipio, Puerto Rico",72149720400,0.5832,0.5073,0.7984,0.6217,0.7259
"Census Tract 62, San Juan Municipio, Puerto Rico",72127006200,0.7361,0.6285,0.1981,0.9297,0.7157
"Census Tract 9606, Sabana Grande Municipio, Puerto Rico",72121960600,0.428,0.9105,0.479,0.1732,0.4926
"Census Tract 502.42, Carolina Municipio, Puerto Rico",72031050242,0.2763,0.838,0.4144,0.0554,0.2967
"Census Tract 4305.01, Aguada Municipio, Puerto Rico",72003430501,0.3465,0.1302,0.0283,0.1268,0.0385
"Census Tract 1303, R�o Grande Municipio, Puerto Rico",72119130300,0.1608,0.8233,0.1279,0.6115,0.3544
"Census Tract 502.12, Carolina Municipio, Puerto Rico",72031050212,0.2955,0.7032,0.1551,0.9796,0.5605
"Census Tract 5002, Juncos Municipio, Puerto Rico",72077500200,0.5118,0.9513,0.4178,0.6998,0.7576
"Census Tract 5204, Naranjito Municipio, Puerto Rico",72105520400,0.7293,0.6896,0.6896,0.214,0.6579
"Census Tract 3018, Arecibo Municipio, Puerto Rico",72013301800,0.7474,0.7338,0.4563,0.6738,0.7678
"Census Tract 2007, Caguas Municipio, Puerto Rico",72025200700,0.18,0.7621,0.1449,0.5492,0.3159
"Census Tract 4107.01, Isabela Municipio, Puerto Rico",72071410701,0.975,0.8052,0.4337,0.3465,0.7474
"Census Tract 4302, Aguada Municipio, Puerto Rico",72003430200,0.599,0.8063,0.1098,0.6795,0.5911
"Census Tract 309.02, Bayam�n Municipio, Puerto Rico",72021030902,0.0951,0.8833,0.2672,0.7633,0.4994
"Census Tract 4101, Isabela Municipio, Puerto Rico",72071410100,0.6795,0.3669,0.3941,0.5424,0.4881
"Census Tract 1301.01, R�o Grande Municipio, Puerto Rico",72119130101,0.5186,0.8912,0.7587,0.6149,0.8323
"Census Tract 9544, Coamo Municipio, Puerto Rico",72043954400,0.5345,0.7667,0.3635,0.2921,0.4745
"Census Tract 2202, San Lorenzo Municipio, Puerto Rico",72129220200,0.6081,0.6138,0.6998,0.8108,0.8108
"Census Tract 315.01, Bayam�n Municipio, Puerto Rico",72021031501,0.1189,0.411,0.1121,0.1381,0.0611
"Census Tract 813, Mayag�ez Municipio, Puerto Rico",72097081300,0.4541,0.8199,0.402,0.6013,0.6285
"Census Tract 9523.01, Barranquitas Municipio, Puerto Rico",72019952301,0.4983,0.7383,0.9592,0.1234,0.6545
"Census Tract 2707, Guayama Municipio, Puerto Rico",72057270700,0.5334,0.4416,0.8301,0.3318,0.5639
"Census Tract 314.03, Bayam�n Municipio, Puerto Rico",72021031403,0.359,0.8856,0.1845,0.026,0.2423
"Census Tract 1501.02, Fajardo Municipio, Puerto Rico",72053150102,0.2865,0.6591,0.2491,0.0838,0.1845
"Census Tract 508.03, Carolina Municipio, Puerto Rico",72031050803,0.103,0.8437,0.5232,0.6625,0.5594
"Census Tract 2402.02, Cidra Municipio, Puerto Rico",72041240202,0.7757,0.1925,0.8289,0.8176,0.7689
"Census Tract 2402.01, Cidra Municipio, Puerto Rico",72041240201,0.5356,0.7961,0.9218,0.7791,0.9082
"Census Tract 5608.01, Vega Baja Municipio, Puerto Rico",72145560801,0.9014,0.3929,0.3918,0.5447,0.6058
"Census Tract 811, Mayag�ez Municipio, Puerto Rico",72097081100,0.9105,0.9909,0.6659,0.9229,0.9886
"Census Tract 2012, Caguas Municipio, Puerto Rico",72025201200,0.8357,0.9626,0.4473,0.8742,0.9309
"Census Tract 9556, Ciales Municipio, Puerto Rico",72039955600,0.6591,0.8029,0.7395,0.0939,0.6409
"Census Tract 503.41, Carolina Municipio, Puerto Rico",72031050341,0.744,0.9841,0.6013,0.6308,0.889
"Census Tract 55, San Juan Municipio, Puerto Rico",72127005500,0.4949,0.6353,0.1721,0.9139,0.6002
"Census Tract 727.01, Ponce Municipio, Puerto Rico",72113072701,0.4631,0.7463,0.1551,0.334,0.3408
"Census Tract 9594, Rinc�n Municipio, Puerto Rico",72117959400,0.4462,0.5345,0.0339,0.8289,0.4167
"Census Tract 3014, Arecibo Municipio, Puerto Rico",72013301400,0.8233,0.5741,0.7123,0.1109,0.6013
"Census Tract 7105, Juana D�az Municipio, Puerto Rico",72075710500,0.8176,0.9875,0.9026,0.359,0.9195
"Census Tract 803, Mayag�ez Municipio, Puerto Rico",72097080300,0.9343,0.9932,0.7995,0.9445,0.9966
"Census Tract 508.41, Carolina Municipio, Puerto Rico",72031050841,0.6862,0.2423,0.8788,0.7485,0.744
"Census Tract 313.05, Bayam�n Municipio, Puerto Rico",72021031305,0.1347,0.8901,0.5005,0.1279,0.3204
"Census Tract 8105, A�asco Municipio, Puerto Rico",72011810500,0.3793,0.4994,0.419,0.5288,0.4054
"Census Tract 317.02, Bayam�n Municipio, Puerto Rico",72021031702,0.5232,0.821,0.4099,0.9546,0.804
"Census Tract 5902, Barceloneta Municipio, Puerto Rico",72017590200,0.9252,0.9977,0.8278,0.3986,0.9388
"Census Tract 2404.01, Cidra Municipio, Puerto Rico",72041240401,0.3069,0.7225,0.2536,0.2729,0.2865
"Census Tract 4008, Aguadilla Municipio, Puerto Rico",72005400800,0.9456,0.6806,0.3295,0.8935,0.8652
"Census Tract 2403, Cidra Municipio, Puerto Rico",72041240300,0.4915,0.3306,0.8618,0.1098,0.3895
"Census Tract 7502.01, Yauco Municipio, Puerto Rico",72153750201,0.6976,0.3975,0.8369,0.3624,0.6398
"Census Tract 502.32, Carolina Municipio, Puerto Rico",72031050232,0.154,0.6885,0.5039,0.0237,0.2072
"Census Tract 7501.01, Yauco Municipio, Puerto Rico",72153750101,0.8006,0.1291,0.8901,0.8131,0.7734
"Census Tract 7505.03, Yauco Municipio, Puerto Rico",72153750503,0.5107,0.9637,0.462,0.0396,0.4835
"Census Tract 1306.01, R�o Grande Municipio, Puerto Rico",72119130601,0.8833,0.4031,0.7678,0.6319,0.7995
"Census Tract 2602.02, Cayey Municipio, Puerto Rico",72035260202,0.171,0.5673,0.633,0.3725,0.3669
"Census Tract 1505, Fajardo Municipio, Puerto Rico",72053150500,0.8686,0.9422,0.6704,0.6206,0.9275
"Census Tract 2406.01, Cidra Municipio, Puerto Rico",72041240601,0.4586,0.9014,0.7938,0.2718,0.6908
"Census Tract 312.03, Bayam�n Municipio, Puerto Rico",72021031203,0.1506,0.7836,0.2865,0.4507,0.3318
"Census Tract 5306, Corozal Municipio, Puerto Rico",72047530600,0.9682,0.7168,0.5605,0.0815,0.6613
"Census Tract 8201, Hormigueros Municipio, Puerto Rico",72067820100,0.6953,0.9331,0.7734,0.6409,0.9105
"Census Tract 5303, Corozal Municipio, Puerto Rico",72047530300,0.9603,0.9479,0.8414,0.9116,0.9954
"Census Tract 9549.02, Orocovis Municipio, Puerto Rico",72107954902,0.9218,0.898,0.9445,0.2083,0.8901
"Census Tract 2405, Cidra Municipio, Puerto Rico",72041240500,0.6126,0.9818,0.8652,0.9898,0.9807
