NAME,GEOID,totpop_16,totpop_17,totpop_18
"Census Tract 4306.02, Aguada Municipio, Puerto Rico",72003430602,211,199,200
"Census Tract 9900, Aguada Municipio, Puerto Rico",72003990000,0,0,0
"Census Tract 4001, Aguadilla Municipio, Puerto Rico",72005400100,179,167,150
"Census Tract 4003, Aguadilla Municipio, Puerto Rico",72005400300,269,277,250
"Census Tract 4004, Aguadilla Municipio, Puerto Rico",72005400400,282,234,250
"Census Tract 4005.01, Aguadilla Municipio, Puerto Rico",72005400501,282,272,250
"Census Tract 4005.02, Aguadilla Municipio, Puerto Rico",72005400502,259,236,250
"Census Tract 4006, Aguadilla Municipio, Puerto Rico",72005400600,208,206,200
"Census Tract 4007, Aguadilla Municipio, Puerto Rico",72005400700,192,191,200
"Census Tract 4008, Aguadilla Municipio, Puerto Rico",72005400800,153,132,150
"Census Tract 4009, Aguadilla Municipio, Puerto Rico",72005400900,157,154,150
"Census Tract 15, San Juan Municipio, Puerto Rico",72127001500,156,155,150
"Census Tract 16, San Juan Municipio, Puerto Rico",72127001600,163,143,150
"Census Tract 18, San Juan Municipio, Puerto Rico",72127001800,138,143,150
"Census Tract 19, San Juan Municipio, Puerto Rico",72127001900,274,253,250
"Census Tract 20.02, San Juan Municipio, Puerto Rico",72127002002,142,130,100
"Census Tract 21, San Juan Municipio, Puerto Rico",72127002100,97,77,80
"Census Tract 22, San Juan Municipio, Puerto Rico",72127002200,162,146,150
"Census Tract 23, San Juan Municipio, Puerto Rico",72127002300,123,81,80
"Census Tract 24, San Juan Municipio, Puerto Rico",72127002400,293,281,250
"Census Tract 25, San Juan Municipio, Puerto Rico",72127002500,165,155,150
"Census Tract 26, San Juan Municipio, Puerto Rico",72127002600,138,139,100
"Census Tract 28, San Juan Municipio, Puerto Rico",72127002800,151,145,100
"Census Tract 29, San Juan Municipio, Puerto Rico",72127002900,161,159,150
"Census Tract 30, San Juan Municipio, Puerto Rico",72127003000,170,160,150
"Census Tract 31, San Juan Municipio, Puerto Rico",72127003100,161,151,100
"Census Tract 32, San Juan Municipio, Puerto Rico",72127003200,211,205,200
"Census Tract 33, San Juan Municipio, Puerto Rico",72127003300,156,150,150
"Census Tract 34, San Juan Municipio, Puerto Rico",72127003400,219,197,200
"Census Tract 35.01, San Juan Municipio, Puerto Rico",72127003501,297,267,250
"Census Tract 35.02, San Juan Municipio, Puerto Rico",72127003502,150,134,100
"Census Tract 36, San Juan Municipio, Puerto Rico",72127003600,108,106,100
"Census Tract 37, San Juan Municipio, Puerto Rico",72127003700,284,267,200
"Census Tract 38, San Juan Municipio, Puerto Rico",72127003800,162,141,150
"Census Tract 39.02, San Juan Municipio, Puerto Rico",72127003902,242,234,250
"Census Tract 42, San Juan Municipio, Puerto Rico",72127004200,246,222,200
"Census Tract 43.06, San Juan Municipio, Puerto Rico",72127004306,159,153,150
"Census Tract 44, San Juan Municipio, Puerto Rico",72127004400,185,169,150
"Census Tract 45, San Juan Municipio, Puerto Rico",72127004500,222,183,200
"Census Tract 46, San Juan Municipio, Puerto Rico",72127004600,287,251,250
"Census Tract 47, San Juan Municipio, Puerto Rico",72127004700,191,180,200
"Census Tract 48, San Juan Municipio, Puerto Rico",72127004800,190,169,150
"Census Tract 49, San Juan Municipio, Puerto Rico",72127004900,198,166,150
"Census Tract 50, San Juan Municipio, Puerto Rico",72127005000,339,285,300
"Census Tract 51.01, San Juan Municipio, Puerto Rico",72127005101,245,235,250
"Census Tract 51.02, San Juan Municipio, Puerto Rico",72127005102,258,235,250
"Census Tract 51.03, San Juan Municipio, Puerto Rico",72127005103,228,203,200
"Census Tract 52.01, San Juan Municipio, Puerto Rico",72127005201,212,170,150
"Census Tract 52.02, San Juan Municipio, Puerto Rico",72127005202,205,189,150
"Census Tract 52.04, San Juan Municipio, Puerto Rico",72127005204,227,215,200
"Census Tract 52.14, San Juan Municipio, Puerto Rico",72127005214,274,241,250
"Census Tract 52.15, San Juan Municipio, Puerto Rico",72127005215,159,140,150
"Census Tract 53, San Juan Municipio, Puerto Rico",72127005300,206,182,150
"Census Tract 54.01, San Juan Municipio, Puerto Rico",72127005401,377,372,350
"Census Tract 54.02, San Juan Municipio, Puerto Rico",72127005402,173,152,150
"Census Tract 54.03, San Juan Municipio, Puerto Rico",72127005403,257,224,200
"Census Tract 4010, Aguadilla Municipio, Puerto Rico",72005401000,166,161,150
"Census Tract 4011, Aguadilla Municipio, Puerto Rico",72005401100,156,147,150
"Census Tract 4012, Aguadilla Municipio, Puerto Rico",72005401200,244,208,200
"Census Tract 4013.01, Aguadilla Municipio, Puerto Rico",72005401301,330,295,300
"Census Tract 4013.02, Aguadilla Municipio, Puerto Rico",72005401302,243,231,200
"Census Tract 4014.01, Aguadilla Municipio, Puerto Rico",72005401401,622,610,600
"Census Tract 4014.02, Aguadilla Municipio, Puerto Rico",72005401402,284,291,300
"Census Tract 9900, Aguadilla Municipio, Puerto Rico",72005990000,0,0,0
"Census Tract 2301, Aguas Buenas Municipio, Puerto Rico",72007230100,209,190,200
"Census Tract 2302, Aguas Buenas Municipio, Puerto Rico",72007230200,235,222,200
"Census Tract 2303, Aguas Buenas Municipio, Puerto Rico",72007230300,170,154,150
"Census Tract 2304, Aguas Buenas Municipio, Puerto Rico",72007230400,298,260,250
"Census Tract 2305.01, Aguas Buenas Municipio, Puerto Rico",72007230501,239,207,200
"Census Tract 2305.02, Aguas Buenas Municipio, Puerto Rico",72007230502,255,235,250
"Census Tract 2501, Aibonito Municipio, Puerto Rico",72009250100,208,181,200
"Census Tract 2502, Aibonito Municipio, Puerto Rico",72009250200,324,269,250
"Census Tract 2503, Aibonito Municipio, Puerto Rico",72009250300,225,208,200
"Census Tract 2504, Aibonito Municipio, Puerto Rico",72009250400,175,175,200
"Census Tract 2505, Aibonito Municipio, Puerto Rico",72009250500,330,309,300
"Census Tract 2506, Aibonito Municipio, Puerto Rico",72009250600,255,221,200
"Census Tract 8101, A?asco Municipio, Puerto Rico",72011810100,247,236,200
"Census Tract 8102, A?asco Municipio, Puerto Rico",72011810200,291,266,200
"Census Tract 8103, A?asco Municipio, Puerto Rico",72011810300,271,254,250
"Census Tract 8104, A?asco Municipio, Puerto Rico",72011810400,118,108,100
"Census Tract 8105, A?asco Municipio, Puerto Rico",72011810500,216,218,200
"Census Tract 8106, A?asco Municipio, Puerto Rico",72011810600,255,222,250
"Census Tract 8107, A?asco Municipio, Puerto Rico",72011810700,276,241,200
"Census Tract 9900, A?asco Municipio, Puerto Rico",72011990000,0,0,0
"Census Tract 3001.01, Arecibo Municipio, Puerto Rico",72013300101,313,281,300
"Census Tract 3001.02, Arecibo Municipio, Puerto Rico",72013300102,330,299,300
"Census Tract 3002, Arecibo Municipio, Puerto Rico",72013300200,239,222,200
"Census Tract 3003.01, Arecibo Municipio, Puerto Rico",72013300301,211,180,150
"Census Tract 3003.02, Arecibo Municipio, Puerto Rico",72013300302,202,182,150
"Census Tract 3004, Arecibo Municipio, Puerto Rico",72013300400,165,148,150
"Census Tract 3005, Arecibo Municipio, Puerto Rico",72013300500,142,123,90
"Census Tract 3007, Arecibo Municipio, Puerto Rico",72013300700,166,151,150
"Census Tract 3008, Arecibo Municipio, Puerto Rico",72013300800,222,185,200
"Census Tract 3010, Arecibo Municipio, Puerto Rico",72013301000,230,215,200
"Census Tract 3011, Arecibo Municipio, Puerto Rico",72013301100,294,281,250
"Census Tract 3012, Arecibo Municipio, Puerto Rico",72013301200,249,241,250
"Census Tract 3013, Arecibo Municipio, Puerto Rico",72013301300,239,225,200
"Census Tract 3014, Arecibo Municipio, Puerto Rico",72013301400,147,134,150
"Census Tract 3015, Arecibo Municipio, Puerto Rico",72013301500,228,216,200
"Census Tract 3016, Arecibo Municipio, Puerto Rico",72013301600,277,244,200
"Census Tract 55, San Juan Municipio, Puerto Rico",72127005500,223,188,200
"Census Tract 56.01, San Juan Municipio, Puerto Rico",72127005601,255,209,200
"Census Tract 56.02, San Juan Municipio, Puerto Rico",72127005602,301,272,250
"Census Tract 58, San Juan Municipio, Puerto Rico",72127005800,214,199,200
"Census Tract 59, San Juan Municipio, Puerto Rico",72127005900,187,156,150
"Census Tract 60, San Juan Municipio, Puerto Rico",72127006000,206,182,150
"Census Tract 61.01, San Juan Municipio, Puerto Rico",72127006101,173,165,150
"Census Tract 61.02, San Juan Municipio, Puerto Rico",72127006102,186,174,150
"Census Tract 62, San Juan Municipio, Puerto Rico",72127006200,230,222,200
"Census Tract 63, San Juan Municipio, Puerto Rico",72127006300,207,199,200
"Census Tract 65, San Juan Municipio, Puerto Rico",72127006500,219,195,200
"Census Tract 66, San Juan Municipio, Puerto Rico",72127006600,201,190,200
"Census Tract 67, San Juan Municipio, Puerto Rico",72127006700,178,178,200
"Census Tract 68, San Juan Municipio, Puerto Rico",72127006800,190,182,200
"Census Tract 69, San Juan Municipio, Puerto Rico",72127006900,243,227,250
"Census Tract 70.04, San Juan Municipio, Puerto Rico",72127007004,140,111,100
"Census Tract 71, San Juan Municipio, Puerto Rico",72127007100,311,253,250
"Census Tract 73, San Juan Municipio, Puerto Rico",72127007300,261,242,250
"Census Tract 74, San Juan Municipio, Puerto Rico",72127007400,223,209,200
"Census Tract 75, San Juan Municipio, Puerto Rico",72127007500,232,212,200
"Census Tract 76, San Juan Municipio, Puerto Rico",72127007600,162,177,200
"Census Tract 77, San Juan Municipio, Puerto Rico",72127007700,196,170,150
"Census Tract 78, San Juan Municipio, Puerto Rico",72127007800,216,191,200
"Census Tract 79, San Juan Municipio, Puerto Rico",72127007900,209,193,200
"Census Tract 80.01, San Juan Municipio, Puerto Rico",72127008001,268,257,250
"Census Tract 80.02, San Juan Municipio, Puerto Rico",72127008002,326,303,250
"Census Tract 81, San Juan Municipio, Puerto Rico",72127008100,215,205,200
"Census Tract 82.01, San Juan Municipio, Puerto Rico",72127008201,142,116,100
"Census Tract 82.02, San Juan Municipio, Puerto Rico",72127008202,151,143,150
"Census Tract 83, San Juan Municipio, Puerto Rico",72127008300,160,145,150
"Census Tract 84, San Juan Municipio, Puerto Rico",72127008400,309,261,250
"Census Tract 85, San Juan Municipio, Puerto Rico",72127008500,299,268,250
"Census Tract 86.01, San Juan Municipio, Puerto Rico",72127008601,168,158,150
"Census Tract 86.02, San Juan Municipio, Puerto Rico",72127008602,304,287,300
"Census Tract 86.03, San Juan Municipio, Puerto Rico",72127008603,211,183,150
"Census Tract 87, San Juan Municipio, Puerto Rico",72127008700,169,152,150
"Census Tract 89, San Juan Municipio, Puerto Rico",72127008900,149,125,150
"Census Tract 90, San Juan Municipio, Puerto Rico",72127009000,241,232,200
"Census Tract 91.11, San Juan Municipio, Puerto Rico",72127009111,238,215,200
"Census Tract 91.12, San Juan Municipio, Puerto Rico",72127009112,255,240,200
"Census Tract 91.21, San Juan Municipio, Puerto Rico",72127009121,308,273,300
"Census Tract 91.22, San Juan Municipio, Puerto Rico",72127009122,272,253,250
"Census Tract 91.23, San Juan Municipio, Puerto Rico",72127009123,316,278,250
"Census Tract 93, San Juan Municipio, Puerto Rico",72127009300,233,211,200
"Census Tract 94, San Juan Municipio, Puerto Rico",72127009400,224,197,200
"Census Tract 3017, Arecibo Municipio, Puerto Rico",72013301700,291,257,300
"Census Tract 3018, Arecibo Municipio, Puerto Rico",72013301800,135,146,150
"Census Tract 3019, Arecibo Municipio, Puerto Rico",72013301900,398,355,350
"Census Tract 3020, Arecibo Municipio, Puerto Rico",72013302000,181,182,200
"Census Tract 3021, Arecibo Municipio, Puerto Rico",72013302100,203,178,200
"Census Tract 3022.01, Arecibo Municipio, Puerto Rico",72013302201,291,271,250
"Census Tract 3022.02, Arecibo Municipio, Puerto Rico",72013302202,303,277,300
"Census Tract 3023, Arecibo Municipio, Puerto Rico",72013302300,467,407,400
"Census Tract 9929, Arecibo Municipio, Puerto Rico",72013992900,0,0,0
"Census Tract 2801.01, Arroyo Municipio, Puerto Rico",72015280101,255,247,200
"Census Tract 2801.02, Arroyo Municipio, Puerto Rico",72015280102,231,202,200
"Census Tract 2802.01, Arroyo Municipio, Puerto Rico",72015280201,296,278,250
"Census Tract 2802.02, Arroyo Municipio, Puerto Rico",72015280202,180,156,150
"Census Tract 9915, Arroyo Municipio, Puerto Rico",72015991500,0,0,0
"Census Tract 5901, Barceloneta Municipio, Puerto Rico",72017590100,233,218,200
"Census Tract 5902, Barceloneta Municipio, Puerto Rico",72017590200,203,193,200
"Census Tract 5903, Barceloneta Municipio, Puerto Rico",72017590300,292,248,250
"Census Tract 5904, Barceloneta Municipio, Puerto Rico",72017590400,212,187,200
"Census Tract 9900, Barceloneta Municipio, Puerto Rico",72017990000,0,0,0
"Census Tract 9522.01, Barranquitas Municipio, Puerto Rico",72019952201,340,312,300
"Census Tract 9522.02, Barranquitas Municipio, Puerto Rico",72019952202,341,308,300
"Census Tract 9523.01, Barranquitas Municipio, Puerto Rico",72019952301,231,194,200
"Census Tract 9523.02, Barranquitas Municipio, Puerto Rico",72019952302,228,206,200
"Census Tract 9524, Barranquitas Municipio, Puerto Rico",72019952400,129,117,100
"Census Tract 9525, Barranquitas Municipio, Puerto Rico",72019952500,255,236,250
"Census Tract 301.01, Bayamon Municipio, Puerto Rico",72021030101,1297,1280,1200
"Census Tract 301.03, Bayamon Municipio, Puerto Rico",72021030103,208,196,200
"Census Tract 301.04, Bayamon Municipio, Puerto Rico",72021030104,319,310,300
"Census Tract 301.05, Bayamon Municipio, Puerto Rico",72021030105,189,186,200
"Census Tract 302, Bayamon Municipio, Puerto Rico",72021030200,270,246,250
"Census Tract 303, Bayamon Municipio, Puerto Rico",72021030300,166,145,150
"Census Tract 307, Bayamon Municipio, Puerto Rico",72021030700,146,122,100
"Census Tract 308, Bayamon Municipio, Puerto Rico",72021030800,132,119,100
"Census Tract 309.01, Bayamon Municipio, Puerto Rico",72021030901,258,242,250
"Census Tract 309.02, Bayamon Municipio, Puerto Rico",72021030902,307,303,300
"Census Tract 309.03, Bayamon Municipio, Puerto Rico",72021030903,226,220,250
"Census Tract 309.04, Bayamon Municipio, Puerto Rico",72021030904,294,287,300
"Census Tract 310.04, Bayamon Municipio, Puerto Rico",72021031004,232,205,200
"Census Tract 310.05, Bayamon Municipio, Puerto Rico",72021031005,231,214,250
"Census Tract 310.11, Bayamon Municipio, Puerto Rico",72021031011,309,290,300
"Census Tract 310.13, Bayamon Municipio, Puerto Rico",72021031013,370,328,300
"Census Tract 310.21, Bayamon Municipio, Puerto Rico",72021031021,257,252,250
"Census Tract 310.23, Bayamon Municipio, Puerto Rico",72021031023,236,203,200
"Census Tract 310.31, Bayamon Municipio, Puerto Rico",72021031031,328,315,300
"Census Tract 96.01, San Juan Municipio, Puerto Rico",72127009601,187,185,200
"Census Tract 96.02, San Juan Municipio, Puerto Rico",72127009602,232,196,200
"Census Tract 96.03, San Juan Municipio, Puerto Rico",72127009603,187,173,200
"Census Tract 96.14, San Juan Municipio, Puerto Rico",72127009614,232,216,250
"Census Tract 96.24, San Juan Municipio, Puerto Rico",72127009624,322,293,250
"Census Tract 98, San Juan Municipio, Puerto Rico",72127009800,233,193,200
"Census Tract 99.01, San Juan Municipio, Puerto Rico",72127009901,283,256,250
"Census Tract 99.02, San Juan Municipio, Puerto Rico",72127009902,347,315,300
"Census Tract 99.03, San Juan Municipio, Puerto Rico",72127009903,315,306,300
"Census Tract 99.04, San Juan Municipio, Puerto Rico",72127009904,303,275,250
"Census Tract 100.01, San Juan Municipio, Puerto Rico",72127010001,264,237,250
"Census Tract 100.02, San Juan Municipio, Puerto Rico",72127010002,234,224,200
"Census Tract 100.12, San Juan Municipio, Puerto Rico",72127010012,236,220,250
"Census Tract 100.22, San Juan Municipio, Puerto Rico",72127010022,233,208,200
"Census Tract 100.32, San Juan Municipio, Puerto Rico",72127010032,216,196,200
"Census Tract 100.42, San Juan Municipio, Puerto Rico",72127010042,327,289,300
"Census Tract 101, San Juan Municipio, Puerto Rico",72127010100,370,353,350
"Census Tract 102, San Juan Municipio, Puerto Rico",72127010200,260,240,250
"Census Tract 105, San Juan Municipio, Puerto Rico",72127010500,149,141,150
"Census Tract 9800, San Juan Municipio, Puerto Rico",72127980000,,,
"Census Tract 9801.01, San Juan Municipio, Puerto Rico",72127980101,0,0,0
"Census Tract 9801.02, San Juan Municipio, Puerto Rico",72127980102,0,0,0
"Census Tract 9801.03, San Juan Municipio, Puerto Rico",72127980103,185,153,150
"Census Tract 9801.04, San Juan Municipio, Puerto Rico",72127980104,0,0,0
"Census Tract 9801.05, San Juan Municipio, Puerto Rico",72127980105,0,0,0
"Census Tract 9801.07, San Juan Municipio, Puerto Rico",72127980107,0,0,0
"Census Tract 9801.08, San Juan Municipio, Puerto Rico",72127980108,0,0,0
"Census Tract 9802, San Juan Municipio, Puerto Rico",72127980200,9,,
"Census Tract 9803, San Juan Municipio, Puerto Rico",72127980300,0,0,0
"Census Tract 9900, San Juan Municipio, Puerto Rico",72127990000,0,0,0
"Census Tract 2201, San Lorenzo Municipio, Puerto Rico",72129220100,285,245,250
"Census Tract 2202, San Lorenzo Municipio, Puerto Rico",72129220200,243,217,200
"Census Tract 2203, San Lorenzo Municipio, Puerto Rico",72129220300,186,170,150
"Census Tract 2204.01, San Lorenzo Municipio, Puerto Rico",72129220401,317,281,300
"Census Tract 2204.02, San Lorenzo Municipio, Puerto Rico",72129220402,341,316,300
"Census Tract 2205.01, San Lorenzo Municipio, Puerto Rico",72129220501,224,199,200
"Census Tract 2205.02, San Lorenzo Municipio, Puerto Rico",72129220502,279,250,200
"Census Tract 2206, San Lorenzo Municipio, Puerto Rico",72129220600,177,156,150
"Census Tract 2207, San Lorenzo Municipio, Puerto Rico",72129220700,195,177,150
"Census Tract 92, San Sebastian Municipio, Puerto Rico",72131009200,129,130,150
"Census Tract 9585, San Sebastian Municipio, Puerto Rico",72131958500,280,284,250
"Census Tract 9587, San Sebastian Municipio, Puerto Rico",72131958700,197,196,200
"Census Tract 9588, San Sebastian Municipio, Puerto Rico",72131958800,260,259,250
"Census Tract 9589, San Sebastian Municipio, Puerto Rico",72131958900,195,170,150
"Census Tract 310.32, Bayamon Municipio, Puerto Rico",72021031032,282,281,250
"Census Tract 310.33, Bayamon Municipio, Puerto Rico",72021031033,307,305,300
"Census Tract 311.01, Bayamon Municipio, Puerto Rico",72021031101,196,169,150
"Census Tract 311.13, Bayamon Municipio, Puerto Rico",72021031113,318,282,250
"Census Tract 311.14, Bayamon Municipio, Puerto Rico",72021031114,219,202,200
"Census Tract 311.21, Bayamon Municipio, Puerto Rico",72021031121,243,215,200
"Census Tract 311.22, Bayamon Municipio, Puerto Rico",72021031122,238,226,250
"Census Tract 311.23, Bayamon Municipio, Puerto Rico",72021031123,218,190,200
"Census Tract 311.24, Bayamon Municipio, Puerto Rico",72021031124,203,200,200
"Census Tract 311.25, Bayamon Municipio, Puerto Rico",72021031125,200,187,150
"Census Tract 312.01, Bayamon Municipio, Puerto Rico",72021031201,220,197,150
"Census Tract 312.02, Bayamon Municipio, Puerto Rico",72021031202,271,239,200
"Census Tract 312.03, Bayamon Municipio, Puerto Rico",72021031203,242,224,250
"Census Tract 313.01, Bayamon Municipio, Puerto Rico",72021031301,229,207,200
"Census Tract 313.04, Bayamon Municipio, Puerto Rico",72021031304,243,206,200
"Census Tract 313.05, Bayamon Municipio, Puerto Rico",72021031305,338,297,300
"Census Tract 313.06, Bayamon Municipio, Puerto Rico",72021031306,252,223,200
"Census Tract 313.07, Bayamon Municipio, Puerto Rico",72021031307,290,264,250
"Census Tract 314.01, Bayamon Municipio, Puerto Rico",72021031401,221,215,200
"Census Tract 314.02, Bayamon Municipio, Puerto Rico",72021031402,198,178,200
"Census Tract 314.03, Bayamon Municipio, Puerto Rico",72021031403,195,182,200
"Census Tract 315.01, Bayamon Municipio, Puerto Rico",72021031501,192,166,150
"Census Tract 315.02, Bayamon Municipio, Puerto Rico",72021031502,247,235,250
"Census Tract 315.03, Bayamon Municipio, Puerto Rico",72021031503,279,280,300
"Census Tract 316.11, Bayamon Municipio, Puerto Rico",72021031611,180,167,150
"Census Tract 316.12, Bayamon Municipio, Puerto Rico",72021031612,379,324,300
"Census Tract 316.21, Bayamon Municipio, Puerto Rico",72021031621,149,140,150
"Census Tract 316.22, Bayamon Municipio, Puerto Rico",72021031622,239,203,200
"Census Tract 316.31, Bayamon Municipio, Puerto Rico",72021031631,324,316,300
"Census Tract 316.32, Bayamon Municipio, Puerto Rico",72021031632,307,290,300
"Census Tract 316.41, Bayamon Municipio, Puerto Rico",72021031641,271,250,250
"Census Tract 316.51, Bayamon Municipio, Puerto Rico",72021031651,217,201,200
"Census Tract 317.01, Bayamon Municipio, Puerto Rico",72021031701,292,252,250
"Census Tract 317.02, Bayamon Municipio, Puerto Rico",72021031702,329,278,250
"Census Tract 317.03, Bayamon Municipio, Puerto Rico",72021031703,252,243,250
"Census Tract 317.04, Bayamon Municipio, Puerto Rico",72021031704,210,189,200
"Census Tract 318, Bayamon Municipio, Puerto Rico",72021031800,305,247,250
"Census Tract 319, Bayamon Municipio, Puerto Rico",72021031900,203,191,200
"Census Tract 320, Bayamon Municipio, Puerto Rico",72021032000,134,117,100
"Census Tract 321, Bayamon Municipio, Puerto Rico",72021032100,247,202,200
"Census Tract 322, Bayamon Municipio, Puerto Rico",72021032200,259,234,200
"Census Tract 323.01, Bayamon Municipio, Puerto Rico",72021032301,205,179,150
"Census Tract 323.02, Bayamon Municipio, Puerto Rico",72021032302,217,215,200
"Census Tract 8301.01, Cabo Rojo Municipio, Puerto Rico",72023830101,327,296,300
"Census Tract 9590, San Sebastian Municipio, Puerto Rico",72131959000,278,268,250
"Census Tract 9592, San Sebastian Municipio, Puerto Rico",72131959200,191,183,150
"Census Tract 9593, San Sebastian Municipio, Puerto Rico",72131959300,265,234,250
"Census Tract 9595, San Sebastian Municipio, Puerto Rico",72131959500,196,186,150
"Census Tract 9533, Santa Isabel Municipio, Puerto Rico",72133953300,264,249,250
"Census Tract 9535, Santa Isabel Municipio, Puerto Rico",72133953500,258,227,200
"Census Tract 9536, Santa Isabel Municipio, Puerto Rico",72133953600,207,191,150
"Census Tract 9537, Santa Isabel Municipio, Puerto Rico",72133953700,254,233,250
"Census Tract 9538, Santa Isabel Municipio, Puerto Rico",72133953800,194,183,200
"Census Tract 9900, Santa Isabel Municipio, Puerto Rico",72133990000,0,0,0
"Census Tract 5101.01, Toa Alta Municipio, Puerto Rico",72135510101,323,309,300
"Census Tract 5101.02, Toa Alta Municipio, Puerto Rico",72135510102,278,256,250
"Census Tract 5102, Toa Alta Municipio, Puerto Rico",72135510200,335,315,300
"Census Tract 5103, Toa Alta Municipio, Puerto Rico",72135510300,200,178,200
"Census Tract 5104, Toa Alta Municipio, Puerto Rico",72135510400,314,287,300
"Census Tract 5105.02, Toa Alta Municipio, Puerto Rico",72135510502,332,302,250
"Census Tract 5105.03, Toa Alta Municipio, Puerto Rico",72135510503,345,310,350
"Census Tract 5105.04, Toa Alta Municipio, Puerto Rico",72135510504,311,300,300
"Census Tract 5105.05, Toa Alta Municipio, Puerto Rico",72135510505,285,259,250
"Census Tract 5106.01, Toa Alta Municipio, Puerto Rico",72135510601,291,277,300
"Census Tract 5106.02, Toa Alta Municipio, Puerto Rico",72135510602,252,226,200
"Census Tract 5107.01, Toa Alta Municipio, Puerto Rico",72135510701,226,205,200
"Census Tract 5107.02, Toa Alta Municipio, Puerto Rico",72135510702,303,282,250
"Census Tract 1202, Toa Baja Municipio, Puerto Rico",72137120200,234,206,200
"Census Tract 1203, Toa Baja Municipio, Puerto Rico",72137120300,161,148,150
"Census Tract 1204, Toa Baja Municipio, Puerto Rico",72137120400,166,164,200
"Census Tract 1205, Toa Baja Municipio, Puerto Rico",72137120500,173,141,150
"Census Tract 1206, Toa Baja Municipio, Puerto Rico",72137120600,225,209,200
"Census Tract 1207, Toa Baja Municipio, Puerto Rico",72137120700,128,123,150
"Census Tract 1208, Toa Baja Municipio, Puerto Rico",72137120800,286,242,200
"Census Tract 1209, Toa Baja Municipio, Puerto Rico",72137120900,289,256,250
"Census Tract 1210.01, Toa Baja Municipio, Puerto Rico",72137121001,247,241,250
"Census Tract 1210.02, Toa Baja Municipio, Puerto Rico",72137121002,255,246,250
"Census Tract 1211, Toa Baja Municipio, Puerto Rico",72137121100,200,177,200
"Census Tract 1212, Toa Baja Municipio, Puerto Rico",72137121200,210,192,200
"Census Tract 1213, Toa Baja Municipio, Puerto Rico",72137121300,177,150,150
