NAME,GEOID,totpop_16,totpop_17,totpop_18,totpopdens_16,totpopdens_17,totpopdens_18,Area_km2
"Census Tract 1217.02, Toa Baja ",72137121702,187,171,150,20,18,16,9.49574495
"Census Tract 1218.01, Toa Baja ",72137121801,181,145,150,48,39,40,3.73382939
"Census Tract 1218.02, Toa Baja ",72137121802,201,186,200,38,35,37,5.33587857
"Census Tract 1219, Toa Baja ",72137121900,202,180,200,171,153,170,1.17989151
"Census Tract 1220.01, Toa Baja ",72137122001,317,284,250,161,145,127,1.96367373
"Census Tract 1220.02, Toa Baja ",72137122002,269,229,250,120,102,111,2.24868991
"Census Tract 8301.02, Cabo Rojo ",72023830102,355,309,300,24,21,20,14.66467620
"Census Tract 8302, Cabo Rojo ",72023830200,258,227,200,9,8,7,29.37630957
"Census Tract 8303, Cabo Rojo ",72023830300,171,149,150,35,31,31,4.86836146
"Census Tract 8304, Cabo Rojo ",72023830400,211,188,150,42,38,30,4.97339967
"Census Tract 8305.02, Cabo Rojo ",72023830502,242,238,200,12,11,10,20.98468742
"Census Tract 8305.03, Cabo Rojo ",72023830503,183,171,150,20,19,17,8.93114606
"Census Tract 8305.04, Cabo Rojo ",72023830504,223,216,250,62,60,69,3.61373409
"Census Tract 8306.03, Cabo Rojo ",72023830603,357,318,300,7,6,6,50.82216565
"Census Tract 8306.04, Cabo Rojo ",72023830604,150,138,100,5,5,3,30.24514447
"Census Tract 9800, Cabo Rojo ",72023980000,0,0,0,0,0,0,8.38318333
"Census Tract 9900, Cabo Rojo ",72023990000,0,0,0,0,0,0,0.01383641
"Census Tract 2001, Caguas ",72025200100,317,264,250,26,22,20,12.20427292
"Census Tract 2002, Caguas ",72025200200,244,195,200,33,26,27,7.45588952
"Census Tract 2003.02, Caguas ",72025200302,310,288,300,33,31,32,9.35539464
"Census Tract 2003.03, Caguas ",72025200303,370,336,300,53,48,43,7.00290538
"Census Tract 2003.04, Caguas ",72025200304,247,205,200,29,24,23,8.56851613
"Census Tract 2004, Caguas ",72025200400,249,231,200,141,131,113,1.76271440
"Census Tract 2005, Caguas ",72025200500,244,217,200,136,121,111,1.79500980
"Census Tract 2006, Caguas ",72025200600,280,261,250,131,122,117,2.13247018
"Census Tract 2007, Caguas ",72025200700,293,284,250,290,282,248,1.00885019
"Census Tract 2008, Caguas ",72025200800,228,190,200,139,116,122,1.63730020
"Census Tract 2009, Caguas ",72025200900,198,182,200,872,802,881,0.22700964
"Census Tract 2010, Caguas ",72025201000,158,154,150,134,130,127,1.18302289
"Census Tract 2012, Caguas ",72025201200,206,193,200,352,330,341,0.58569006
"Census Tract 2013, Caguas ",72025201300,208,184,200,274,242,263,0.75972128
"Census Tract 2014, Caguas ",72025201400,294,241,200,712,584,485,0.41276678
"Census Tract 2015, Caguas ",72025201500,214,195,200,364,331,340,0.58861029
"Census Tract 2016, Caguas ",72025201600,179,159,150,341,303,286,0.52439968
"Census Tract 2017, Caguas ",72025201700,260,256,250,454,447,437,0.57217965
"Census Tract 2018, Caguas ",72025201800,229,209,200,176,161,154,1.30045721
"Census Tract 2019, Caguas ",72025201900,180,144,150,564,451,470,0.31935837
"Census Tract 2020, Caguas ",72025202000,271,227,200,246,206,182,1.10014258
"Census Tract 2021, Caguas ",72025202100,211,200,200,235,223,223,0.89666996
"Census Tract 2022, Caguas ",72025202200,212,184,200,369,321,348,0.57398033
"Census Tract 2023, Caguas ",72025202300,226,214,200,309,292,273,0.73166227
"Census Tract 2024.02, Caguas ",72025202402,331,307,300,99,91,89,3.36009674
"Census Tract 2024.03, Caguas ",72025202403,247,226,200,36,33,29,6.93525106
"Census Tract 2024.04, Caguas ",72025202404,285,263,250,41,38,36,6.99852340
"Census Tract 2025, Caguas ",72025202500,253,224,200,23,20,18,11.09875557
"Census Tract 2026.01, Caguas ",72025202601,237,220,200,96,90,81,2.45775018
"Census Tract 2026.02, Caguas ",72025202602,324,307,300,32,30,30,10.16503452
"Census Tract 2027.01, Caguas ",72025202701,311,279,300,27,24,26,11.59850812
"Census Tract 2027.02, Caguas ",72025202702,346,288,250,16,13,11,21.77995158
"Census Tract 2028, Caguas ",72025202800,250,223,200,16,14,13,15.89129999
"Census Tract 1221, Toa Baja ",72137122100,261,233,200,87,78,67,2.99565500
"Census Tract 1222.01, Toa Baja ",72137122201,211,188,150,218,194,155,0.96986445
"Census Tract 1222.02, Toa Baja ",72137122202,193,168,150,219,190,170,0.88229559
"Census Tract 1224, Toa Baja ",72137122400,195,168,150,22,19,17,9.01673624
"Census Tract 9900, Toa Baja ",72137990000,0,0,0,0,0,0,1.24849846
"Census Tract 601.02, Trujillo Alto ",72139060102,254,241,250,192,182,189,1.32583702
"Census Tract 601.03, Trujillo Alto ",72139060103,202,191,200,184,174,182,1.09621508
"Census Tract 601.04, Trujillo Alto ",72139060104,199,198,200,58,58,59,3.41242672
"Census Tract 602.11, Trujillo Alto ",72139060211,247,234,200,113,107,91,2.19068902
"Census Tract 602.12, Trujillo Alto ",72139060212,320,295,300,337,311,316,0.94841003
"Census Tract 602.13, Trujillo Alto ",72139060213,216,217,200,247,248,229,0.87360278
"Census Tract 602.22, Trujillo Alto ",72139060222,375,348,350,469,435,438,0.79909147
"Census Tract 602.23, Trujillo Alto ",72139060223,268,262,250,156,153,146,1.71398071
"Census Tract 603.01, Trujillo Alto ",72139060301,443,387,350,128,112,101,3.44861462
"Census Tract 603.02, Trujillo Alto ",72139060302,285,223,200,30,23,21,9.50168206
"Census Tract 604.01, Trujillo Alto ",72139060401,280,248,250,42,38,38,6.59472498
"Census Tract 604.03, Trujillo Alto ",72139060403,297,283,250,62,59,52,4.81893165
"Census Tract 604.04, Trujillo Alto ",72139060404,315,303,300,133,128,127,2.36082625
"Census Tract 605.01, Trujillo Alto ",72139060501,331,342,350,47,48,49,7.07937313
"Census Tract 605.02, Trujillo Alto ",72139060502,247,239,250,27,26,27,9.21432754
"Census Tract 9569, Utuado ",72141956900,292,244,200,4,3,3,74.65649007
"Census Tract 9570, Utuado ",72141957000,301,265,250,6,6,5,47.06582328
"Census Tract 9571, Utuado ",72141957100,317,281,250,4,4,3,76.38942638
"Census Tract 9572, Utuado ",72141957200,299,270,250,7,6,6,44.35249522
"Census Tract 9573, Utuado ",72141957300,234,212,200,89,80,76,2.63447029
"Census Tract 9574, Utuado ",72141957400,256,223,200,101,88,79,2.53744779
"Census Tract 9575, Utuado ",72141957500,157,141,150,60,54,58,2.60475760
"Census Tract 9576, Utuado ",72141957600,210,195,200,4,4,4,47.78668116
"Census Tract 5501, Vega Alta ",72143550100,351,301,300,25,22,22,13.94108549
"Census Tract 5502, Vega Alta ",72143550200,186,146,150,16,13,13,11.64606539
"Census Tract 5503, Vega Alta ",72143550300,340,328,300,13,13,12,25.38573945
"Census Tract 5504, Vega Alta ",72143550400,252,242,250,125,120,124,2.01575930
"Census Tract 5505, Vega Alta ",72143550500,527,495,450,164,154,140,3.20567535
"Census Tract 5506.01, Vega Alta ",72143550601,305,265,250,26,23,22,11.53618053
"Census Tract 5506.02, Vega Alta ",72143550602,287,275,250,67,64,59,4.26617633
"Census Tract 5601, Vega Baja ",72145560100,198,201,200,17,18,17,11.48090490
"Census Tract 5602.01, Vega Baja ",72145560201,168,179,200,72,77,86,2.31825701
"Census Tract 5602.04, Vega Baja ",72145560204,204,189,200,15,14,14,13.85006560
"Census Tract 5603, Vega Baja ",72145560300,246,215,200,19,16,15,13.28632488
"Census Tract 5604.01, Vega Baja ",72145560401,161,134,150,47,40,44,3.39016224
"Census Tract 5604.02, Vega Baja ",72145560402,311,303,300,86,84,83,3.62456355
"Census Tract 5605, Vega Baja ",72145560500,150,156,150,223,232,223,0.67175957
"Census Tract 3201, Camuy ",72027320100,209,203,200,108,105,103,1.94257107
"Census Tract 3202, Camuy ",72027320200,268,236,250,24,21,23,10.98594966
"Census Tract 3203, Camuy ",72027320300,309,286,250,14,13,11,22.23382072
"Census Tract 3204.01, Camuy ",72027320401,285,277,250,69,67,61,4.11756952
"Census Tract 3204.02, Camuy ",72027320402,289,257,200,28,25,20,10.20168523
"Census Tract 3205, Camuy ",72027320500,293,242,250,6,5,6,45.15966353
"Census Tract 3206, Camuy ",72027320600,330,289,300,13,11,12,25.80030543
"Census Tract 1001.01, Canovanas ",72029100101,207,199,200,43,42,42,4.76450575
"Census Tract 1001.03, Canovanas ",72029100103,180,167,150,259,240,216,0.69554879
"Census Tract 1001.04, Canovanas ",72029100104,328,301,250,60,55,45,5.50643414
"Census Tract 1002, Canovanas ",72029100200,235,215,200,72,65,61,3.28499399
"Census Tract 1004, Canovanas ",72029100400,254,229,250,66,60,65,3.84454213
"Census Tract 1005.02, Canovanas ",72029100502,227,215,250,311,295,343,0.72955525
"Census Tract 1005.03, Canovanas ",72029100503,376,368,350,96,94,89,3.92051901
"Census Tract 1005.04, Canovanas ",72029100504,247,209,200,22,18,17,11.43141437
"Census Tract 1006.01, Canovanas ",72029100601,164,132,150,12,9,11,13.92619359
"Census Tract 1006.02, Canovanas ",72029100602,219,178,150,36,30,25,6.00419299
"Census Tract 1007, Canovanas ",72029100700,256,232,250,13,12,13,19.28150829
"Census Tract 1008, Canovanas ",72029100800,142,128,150,12,11,12,12.10304208
"Census Tract 501.03, Carolina ",72031050103,199,182,200,45,41,45,4.39825409
"Census Tract 501.05, Carolina ",72031050105,207,172,150,223,185,162,0.92836667
"Census Tract 501.06, Carolina ",72031050106,88,79,80,325,292,295,0.27091516
"Census Tract 501.07, Carolina ",72031050107,156,145,150,568,528,546,0.27472596
"Census Tract 501.10, Carolina ",72031050110,245,249,250,345,351,352,0.70963832
"Census Tract 501.11, Carolina ",72031050111,154,132,150,249,213,242,0.61876033
"Census Tract 502.11, Carolina ",72031050211,281,240,200,183,156,130,1.53748775
"Census Tract 502.12, Carolina ",72031050212,239,198,200,193,160,162,1.23523295
"Census Tract 502.21, Carolina ",72031050221,216,194,200,57,51,53,3.78887799
"Census Tract 502.22, Carolina ",72031050222,329,301,250,246,225,187,1.33560738
"Census Tract 502.31, Carolina ",72031050231,254,235,200,340,314,267,0.74785528
"Census Tract 502.32, Carolina ",72031050232,257,241,250,176,165,171,1.45941015
"Census Tract 502.41, Carolina ",72031050241,426,372,350,424,370,348,1.00507751
"Census Tract 502.42, Carolina ",72031050242,311,291,300,320,300,309,0.97050392
"Census Tract 503.02, Carolina ",72031050302,258,246,250,264,252,256,0.97577978
"Census Tract 503.11, Carolina ",72031050311,191,157,150,236,194,185,0.81083955
"Census Tract 503.21, Carolina ",72031050321,327,298,300,384,350,353,0.85078512
"Census Tract 503.31, Carolina ",72031050331,256,233,200,621,565,485,0.41245037
"Census Tract 503.41, Carolina ",72031050341,331,287,300,402,349,365,0.82251252
"Census Tract 504.01, Carolina ",72031050401,151,152,150,248,250,246,0.60888378
"Census Tract 504.02, Carolina ",72031050402,306,287,250,76,71,62,4.05012937
"Census Tract 505.01, Carolina ",72031050501,285,279,250,78,76,68,3.66272303
"Census Tract 505.03, Carolina ",72031050503,315,272,250,323,279,257,0.97465348
"Census Tract 505.04, Carolina ",72031050504,320,280,300,106,93,99,3.02109378
"Census Tract 506, Carolina ",72031050600,246,226,200,153,141,125,1.60282084
"Census Tract 507, Carolina ",72031050700,153,135,150,517,456,507,0.29583635
"Census Tract 508.03, Carolina ",72031050803,297,270,250,437,398,368,0.67906555
"Census Tract 508.11, Carolina ",72031050811,309,293,300,23,21,22,13.68199970
"Census Tract 508.12, Carolina ",72031050812,317,305,300,367,353,347,0.86386923
"Census Tract 508.21, Carolina ",72031050821,348,328,350,283,267,285,1.22813491
"Census Tract 508.22, Carolina ",72031050822,291,284,300,365,357,377,0.79636385
"Census Tract 508.31, Carolina ",72031050831,356,318,300,325,290,274,1.09625223
"Census Tract 508.41, Carolina ",72031050841,174,146,100,39,33,22,4.46895930
"Census Tract 509.01, Carolina ",72031050901,414,389,400,34,31,32,12.35727536
"Census Tract 509.02, Carolina ",72031050902,236,208,200,62,55,53,3.79484593
"Census Tract 510.01, Carolina ",72031051001,297,263,250,21,19,18,14.04496565
"Census Tract 510.02, Carolina ",72031051002,256,241,200,25,24,20,10.09110812
"Census Tract 511.02, Carolina ",72031051102,261,227,250,24,21,23,10.66379833
"Census Tract 511.03, Carolina ",72031051103,341,309,300,108,98,95,3.16378863
"Census Tract 511.04, Carolina ",72031051104,300,275,300,109,100,109,2.74093624
"Census Tract 9800.03, Carolina ",72031980003,0,0,0,0,0,0,6.83302498
"Census Tract 9900, Carolina ",72031990000,0,0,0,0,0,0,0.06734284
"Census Tract 202, Cata?o ",72033020200,271,272,250,275,276,253,0.98720151
"Census Tract 203.02, Cata?o ",72033020302,227,209,200,593,546,522,0.38281662
"Census Tract 204.03, Cata?o ",72033020403,329,298,300,237,215,216,1.38790716
"Census Tract 204.22, Cata?o ",72033020422,278,263,250,542,512,487,0.51332280
"Census Tract 204.23, Cata?o ",72033020423,343,314,300,228,209,200,1.50163083
"Census Tract 204.25, Cata?o ",72033020425,268,250,250,779,727,727,0.34394573
"Census Tract 204.26, Cata?o ",72033020426,202,189,150,668,625,496,0.30244366
"Census Tract 204.27, Cata?o ",72033020427,111,88,90,253,200,205,0.43895452
"Census Tract 205, Cata?o ",72033020500,266,249,250,242,227,228,1.09821940
"Census Tract 9800.01, Cata?o ",72033980001,0,0,0,0,0,0,0.56077119
"Census Tract 9800.02, Cata?o ",72033980002,0,0,0,0,0,0,1.48908311
"Census Tract 9800.03, Cata?o ",72033980003,16,18,20,14,15,17,1.16537525
"Census Tract 9800.04, Cata?o ",72033980004,0,0,0,0,0,0,0.26291872
"Census Tract 9800.05, Cata?o ",72033980005,0,0,,0,0,0,1.50221039
"Census Tract 9800.06, Cata?o ",72033980006,0,0,0,0,0,0,0.72040311
"Census Tract 9800.07, Cata?o ",72033980007,0,0,0,0,0,0,0.88163971
"Census Tract 9800.08, Cata?o ",72033980008,0,0,0,0,0,0,0.61794110
"Census Tract 9902.01, Cata?o ",72033990201,0,0,0,0,0,0,4.09174555
"Census Tract 2601, Cayey ",72035260100,317,291,300,9,8,9,34.35638176
"Census Tract 2602.01, Cayey ",72035260201,236,216,200,82,75,70,2.87634877
"Census Tract 2602.02, Cayey ",72035260202,256,219,200,51,44,40,5.02065181
"Census Tract 2603, Cayey ",72035260300,246,212,200,54,46,44,4.57446020
"Census Tract 2604, Cayey ",72035260400,274,240,250,11,9,10,25.42074217
"Census Tract 2605, Cayey ",72035260500,308,285,250,150,139,122,2.05137650
"Census Tract 2606, Cayey ",72035260600,198,173,150,228,199,173,0.86954103
"Census Tract 2607, Cayey ",72035260700,174,156,150,340,305,293,0.51188467
"Census Tract 2608, Cayey ",72035260800,200,190,200,155,147,155,1.29068523
"Census Tract 2609.01, Cayey ",72035260901,274,254,250,21,19,19,13.05021864
"Census Tract 2609.02, Cayey ",72035260902,275,254,300,6,6,7,44.55613846
"Census Tract 1601, Ceiba ",72037160100,4,,,0,0,0,36.69242024
"Census Tract 1602.01, Ceiba ",72037160201,303,281,250,72,66,59,4.23638404
"Census Tract 1602.02, Ceiba ",72037160202,229,208,200,8,7,7,29.04204975
"Census Tract 1603, Ceiba ",72037160300,284,251,250,27,23,23,10.70198605
"Census Tract 9900, Ceiba ",72037990000,0,0,0,0,0,0,0.01634459
"Census Tract 9556, Ciales ",72039955600,314,302,300,5,5,5,58.63332733
"Census Tract 9557, Ciales ",72039955700,164,147,150,38,34,35,4.26808564
"Census Tract 9558, Ciales ",72039955800,299,298,300,9,9,9,33.56755034
"Census Tract 9559, Ciales ",72039955900,300,254,250,4,3,3,76.30084051
"Census Tract 2401.01, Cidra ",72041240101,332,297,300,37,33,34,8.87821920
"Census Tract 2401.02, Cidra ",72041240102,259,247,200,75,71,58,3.46952584
"Census Tract 2402.01, Cidra ",72041240201,266,230,200,20,17,15,13.54780187
"Census Tract 2402.02, Cidra ",72041240202,235,220,200,14,13,12,16.48742983
"Census Tract 2403, Cidra ",72041240300,226,196,200,46,40,41,4.92591533
"Census Tract 2404.01, Cidra ",72041240401,283,240,250,38,32,34,7.43384217
"Census Tract 2404.02, Cidra ",72041240402,211,158,150,19,14,13,11.23580476
"Census Tract 2405, Cidra ",72041240500,304,270,250,114,101,93,2.67762175
"Census Tract 2406.01, Cidra ",72041240601,323,280,250,18,15,14,18.24626176
"Census Tract 2406.02, Cidra ",72041240602,277,236,200,37,31,27,7.51591070
"Census Tract 9539, Coamo ",72043953900,200,191,200,5,5,5,41.92075590
"Census Tract 9540, Coamo ",72043954000,239,230,250,4,4,4,55.56661318
"Census Tract 9541, Coamo ",72043954100,238,223,200,280,262,235,0.85056161
"Census Tract 9542, Coamo ",72043954200,220,207,200,60,57,55,3.65389807
"Census Tract 9543, Coamo ",72043954300,208,210,200,298,301,287,0.69702859
"Census Tract 9544, Coamo ",72043954400,255,232,250,400,364,392,0.63722789
"Census Tract 9545, Coamo ",72043954500,289,264,250,6,5,5,51.91493451
"Census Tract 9546, Coamo ",72043954600,309,271,250,13,12,11,22.89029583
"Census Tract 9547, Coamo ",72043954700,264,252,250,11,11,10,23.95912689
"Census Tract 9517, Comerio ",72045951700,256,207,150,12,9,7,21.91399613
"Census Tract 9518, Comerio ",72045951800,334,278,250,15,13,11,21.77256917
"Census Tract 9519, Comerio ",72045951900,181,158,150,73,63,60,2.49550226
"Census Tract 9520, Comerio ",72045952000,211,193,200,182,167,173,1.15886715
"Census Tract 9521, Comerio ",72045952100,276,250,250,10,9,9,26.53600141
"Census Tract 5301, Corozal ",72047530100,217,178,200,19,16,18,11.35005479
"Census Tract 5302, Corozal ",72047530200,371,373,350,35,35,33,10.63621812
"Census Tract 5303, Corozal ",72047530300,232,213,200,116,106,100,2.00499609
"Census Tract 5304, Corozal ",72047530400,258,243,250,16,15,16,15.74911499
"Census Tract 5305, Corozal ",72047530500,306,272,250,10,9,9,29.15598726
"Census Tract 5306, Corozal ",72047530600,266,236,250,6,6,6,41.36842049
"Census Tract 9505, Culebra ",72049950500,225,225,200,6,6,5,38.43798020
"Census Tract 9905.01, Culebra ",72049990501,0,0,0,0,0,0,0.00116203
"Census Tract 5401, Dorado ",72051540100,188,168,150,22,20,18,8.54582153
"Census Tract 5402, Dorado ",72051540200,292,255,250,46,40,39,6.35950926
"Census Tract 5403, Dorado ",72051540300,234,240,250,241,247,258,0.97016799
"Census Tract 5404, Dorado ",72051540400,353,298,250,24,20,17,14.94047623
"Census Tract 5405, Dorado ",72051540500,302,276,300,38,35,38,7.93990304
"Census Tract 5406, Dorado ",72051540600,331,284,250,32,28,24,10.28208083
"Census Tract 5407, Dorado ",72051540700,233,207,200,19,17,17,11.99919952
"Census Tract 1501.02, Fajardo ",72053150102,282,251,250,458,407,406,0.61621246
"Census Tract 1501.04, Fajardo ",72053150104,298,271,250,19,17,16,16.00417145
"Census Tract 1502, Fajardo ",72053150200,212,212,200,25,25,23,8.55544642
"Census Tract 1503.01, Fajardo ",72053150301,299,251,250,174,146,146,1.71696512
"Census Tract 1503.02, Fajardo ",72053150302,259,235,250,187,170,181,1.38440051
"Census Tract 1504, Fajardo ",72053150400,285,249,250,106,93,93,2.67622873
"Census Tract 1505, Fajardo ",72053150500,372,327,300,89,78,71,4.19888751
"Census Tract 1506.01, Fajardo ",72053150601,184,154,150,22,18,18,8.37345041
"Census Tract 1506.02, Fajardo ",72053150602,212,183,200,6,5,5,37.34089110
"Census Tract 5801, Florida ",72054580100,238,225,200,9,9,8,25.70278629
"Census Tract 5802, Florida ",72054580200,251,233,250,18,17,18,13.72272432
"Census Tract 9609, Guanica ",72055960900,271,224,200,21,17,15,13.18211971
"Census Tract 9610, Guanica ",72055961000,161,139,150,5,5,5,30.07322685
"Census Tract 9611, Guanica ",72055961100,189,197,200,7,8,8,25.54122029
"Census Tract 9612, Guanica ",72055961200,187,164,150,450,395,361,0.41519348
"Census Tract 9613, Guanica ",72055961300,231,217,200,106,100,92,2.17725652
"Census Tract 9614, Guanica ",72055961400,137,116,100,69,58,50,1.98912142
"Census Tract 9615, Guanica ",72055961500,169,155,150,6,6,6,26.43486015
"Census Tract 2701, Guayama ",72057270100,255,226,200,4,3,3,64.99747665
"Census Tract 2702.01, Guayama ",72057270201,195,188,200,6,6,6,33.70908926
"Census Tract 2702.02, Guayama ",72057270202,738,688,700,14,13,14,51.78099576
"Census Tract 2703, Guayama ",72057270300,196,190,150,12,12,9,16.08904268
"Census Tract 2704, Guayama ",72057270400,191,163,150,299,255,235,0.63899623
"Census Tract 2705, Guayama ",72057270500,181,154,200,58,50,64,3.10778580
"Census Tract 2706, Guayama ",72057270600,210,195,200,145,134,138,1.45228661
"Census Tract 2707, Guayama ",72057270700,202,193,200,31,30,31,6.49938599
"Census Tract 2708, Guayama ",72057270800,282,257,250,123,112,109,2.29690283
"Census Tract 7401.01, Guayanilla ",72059740101,325,290,300,10,9,9,31.66986737
"Census Tract 7401.02, Guayanilla ",72059740102,208,183,200,15,13,14,14.11763236
"Census Tract 7402, Guayanilla ",72059740200,361,325,350,16,15,16,22.13276389
"Census Tract 7403, Guayanilla ",72059740300,271,254,250,156,147,144,1.73372065
"Census Tract 7404, Guayanilla ",72059740400,343,288,300,8,7,7,43.85229199
"Census Tract 401.01, Guaynabo ",72061040101,118,90,90,105,80,80,1.12299398
"Census Tract 401.02, Guaynabo ",72061040102,211,181,150,654,561,465,0.32245146
"Census Tract 401.03, Guaynabo ",72061040103,245,225,200,735,675,600,0.33352719
"Census Tract 402, Guaynabo ",72061040200,292,247,250,45,38,38,6.52408989
"Census Tract 403.01, Guaynabo ",72061040301,213,193,200,408,369,383,0.52260860
"Census Tract 403.02, Guaynabo ",72061040302,163,155,150,148,141,136,1.09984407
"Census Tract 403.03, Guaynabo ",72061040303,150,140,150,297,277,297,0.50496036
"Census Tract 403.04, Guaynabo ",72061040304,239,219,200,127,116,106,1.88178908
"Census Tract 404.03, Guaynabo ",72061040403,246,226,200,99,91,80,2.49397813
"Census Tract 404.11, Guaynabo ",72061040411,369,313,300,212,179,172,1.74412014
"Census Tract 404.12, Guaynabo ",72061040412,226,216,200,431,412,381,0.52462938
"Census Tract 404.21, Guaynabo ",72061040421,416,379,350,123,112,103,3.39389414
"Census Tract 404.22, Guaynabo ",72061040422,198,187,200,268,253,271,0.73890586
"Census Tract 404.32, Guaynabo ",72061040432,195,188,200,279,269,286,0.69819463
"Census Tract 404.42, Guaynabo ",72061040442,236,199,200,212,179,180,1.11060815
"Census Tract 405, Guaynabo ",72061040500,266,221,200,175,145,131,1.52152719
"Census Tract 406.01, Guaynabo ",72061040601,316,277,250,99,87,79,3.17806279
"Census Tract 406.02, Guaynabo ",72061040602,392,317,250,160,129,102,2.45183287
"Census Tract 407, Guaynabo ",72061040700,315,261,200,31,26,20,10.21252048
"Census Tract 408, Guaynabo ",72061040800,212,177,150,47,39,33,4.53974008
"Census Tract 409, Guaynabo ",72061040900,271,244,250,21,19,19,13.12323825
"Census Tract 410, Guaynabo ",72061041000,133,103,90,27,21,19,4.84575614
"Census Tract 411, Guaynabo ",72061041100,209,186,200,23,21,22,9.02365916
"Census Tract 2101, Gurabo ",72063210100,268,233,250,12,11,11,22.06516823
"Census Tract 2102.01, Gurabo ",72063210201,210,189,200,22,20,21,9.48822245
"Census Tract 2102.02, Gurabo ",72063210202,344,291,300,30,26,26,11.37161472
"Census Tract 2103, Gurabo ",72063210300,206,181,150,358,314,261,0.57575779
"Census Tract 2104, Gurabo ",72063210400,263,256,250,179,174,170,1.46976597
"Census Tract 2105.02, Gurabo ",72063210502,320,297,300,27,25,25,11.86941822
"Census Tract 2105.03, Gurabo ",72063210503,278,270,250,128,125,115,2.16765586
"Census Tract 2105.04, Gurabo ",72063210504,281,252,250,20,18,17,14.32205250
"Census Tract 3101, Hatillo ",72065310100,325,277,250,29,24,22,11.38388940
"Census Tract 3102, Hatillo ",72065310200,303,310,300,76,78,75,3.99579022
"Census Tract 3103, Hatillo ",72065310300,246,237,200,26,25,21,9.47861601
"Census Tract 3104, Hatillo ",72065310400,315,294,300,14,13,13,22.65070782
"Census Tract 3105, Hatillo ",72065310500,287,242,250,14,11,12,21.21753872
"Census Tract 3106, Hatillo ",72065310600,240,235,250,6,6,6,39.74298901
"Census Tract 8201, Hormigueros ",72067820100,300,295,300,26,25,26,11.73896163
"Census Tract 8203, Hormigueros ",72067820300,355,348,350,24,23,23,15.04211264
"Census Tract 8204, Hormigueros ",72067820400,233,228,200,127,124,109,1.84093596
"Census Tract 8205, Hormigueros ",72067820500,337,311,300,441,407,393,0.76334809
"Census Tract 1801, Humacao ",72069180100,330,307,300,48,45,44,6.81276301
"Census Tract 1802.01, Humacao ",72069180201,173,143,150,7,6,6,24.14609082
"Census Tract 1802.02, Humacao ",72069180202,271,241,250,23,20,21,11.94920712
